AirportCode,AirfieldName,Latitude,Longitude,ParkingCost
AE-0107,AE,24.95,52.399,141
OMDM,AE,25.0268001556,55.3661994934,121
OMAL,AE,24.261699676513672,55.60919952392578,117
OMSJ,AE,25.32859992980957,55.5172004699707,107
AE-0129,AE,23.68789,53.86956,123
RHR,AE,25.691,55.778,127
OMAF,AE,24.378889,54.316111,125
OMAD,AE,24.428301,54.458099,147
OMAQ,AE,24.930599212646484,52.855098724365234,128
AYM,AE,24.467,54.6103,124
LAGJ,AL,41.895199,19.5987,121
LASK,AL,42.089361,19.509111,111
LASR,AL,39.876113,20.037663,131
AL-0010,AL,40.6114,20.7852,144
LAKO,AL,40.651741,20.741715,131
LAVL,AL,40.476101,19.474199,123
LATI,AL,41.4147,19.7206,133
AL-0003,AL,40.601737,19.432712,117
LAKU,AL,42.035802,20.415955,105
AL-LA10,AL,40.085383,20.15389,146
AO-0012,AO,-17.454765,22.607245,127
FN18,AO,-14.727499961853027,15.013999938964844,105
AO-0037,AO,-17.878868,19.782762,127
FNWK,AO,-11.426400184631348,15.101400375366213,138
AO-0048,AO,-15.711983,18.651003,111
AO-0011,AO,-18.020826,21.437053,134
AO-0043,AO,-12.357134,14.77923,118
AO-0005,AO,-11.4723,16.710899,120
FNCV,AO,-15.160300254821776,19.156099319458008,106
AO-0041,AO,-9.415833,18.434794,105
YMCT,AU,-37.58359909057617,140.36599731445312,120
YNRB,AU,-32.107465,118.407109,142
YSNB,AU,-11.417674,130.648481,118
YADS,AU,-26.488959,139.259906,119
YMKB,AU,-30.918453,118.254808,128
YMDT,AU,-31.82670021057129,128.22999572753906,138
YMKA,AU,-14.928779,133.135457,145
YARI,AU,-21.66670036315918,141.56700134277344,127
YLTV,AU,-38.211004,146.470817,110
YINN,AU,-27.697589,140.739498,144
EBGL,BE,50.73973,5.5421,128
EBNO,BE,50.854401,3.98528,122
EBFD,BE,50.550835,4.996389,128
EBBX,BE,49.891483,5.227405,102
BE-0037,BE,50.53108,3.60476,146
EBSH,BE,50.0359,5.40425,122
EBLN,BE,50.579514,4.79153,139
EBBO,BE,49.866402,5.06806,127
EBFN,BE,51.090302,2.65278,117
BE-0001,BE,50.176388,4.352222,140
OBBI,BH,26.267295,50.63764,150
OBBS,BH,25.918399810791016,50.590599060058594,103
OBKH,BH,26.034533,50.524544,104
VQBT,BT,27.5622,90.7471,142
VQPR,BT,27.4032,89.424599,140
VQ10,BT,27.25627,91.514633,125
VQGP,BT,26.88456,90.46412,123
BW-0013,BW,-22.6079,24.7897,132
FBMU,BW,-22.268095,20.031092,147
FBOM,BW,-19.0175,22.703,143
BW-0061,BW,-24.683001,25.933001,110
FBMN,BW,-19.97260093688965,23.431100845336918,101
BW-0020,BW,-25.198058,25.721603,109
FBNT,BW,-20.216100692749023,26.158899307250977,138
FBCM,BW,-19.541,22.591,143
BW-0043,BW,-19.329429,24.841567,150
FBTS,BW,-26.034524,22.401252,128
BY-0030,BY,52.75557,24.462681,102
BY-0015,BY,55.144536,26.829358,108
BY-0019,BY,53.598206,24.9719,104
BY-0041,BY,53.830978,27.376385,115
UMNM,BY,53.945,30.244,149
BY-4247,BY,52.30500030517578,31.163299560546875,141
BY-0001,BY,54.439999,30.2967,123
UMMR,BY,53.303,24.369,123
UMII,BY,55.126499176025,30.349599838257,124
BY-0006,BY,52.5569992065,24.8840007782,136
CD-0035,CD,-6.570868,22.647285,102
FZUR,CD,-6.933,22.0,138
FZQJ,CD,-10.756564,27.215524,109
FZEM,CD,-4.683000087738037,18.21699905395508,143
CD-0010,CD,1.348012,29.080458,128
FZBE,CD,-3.5999999046325684,17.783000946044922,123
FZDR,CD,-1.24741,22.00784,123
FZQV,CD,-8.645000457763672,27.34499931335449,128
FZKJ,CD,2.818058,24.793997,148
FZSD,CD,-9.715488,22.929325,104
NCRG,CK,-21.2027,-159.806,136
NCMH,CK,-10.376700401306152,-161.0019989013672,108
NCMK,CK,-20.13610076904297,-157.34500122070312,133
NCMG,CK,-21.89598655700684,-157.9066619873047,123
