AirportCode,AirfieldName,Latitude,Longitude,ParkingCost
AD-0002,AD,42.544983,1.452258,125
AE-0107,AE,24.95,52.399,133
OMDM,AE,25.0268001556,55.3661994934,108
OMAL,AE,24.261699676513672,55.60919952392578,146
OMSJ,AE,25.32859992980957,55.5172004699707,114
AE-0129,AE,23.68789,53.86956,100
RHR,AE,25.691,55.778,148
OMAF,AE,24.378889,54.316111,101
OMAD,AE,24.428301,54.458099,119
OMAQ,AE,24.930599212646484,52.855098724365234,129
AYM,AE,24.467,54.6103,143
AF07,AF,37.061623,69.487765,146
OALP,AF,37.244444,74.251944,134
OAGZ,AF,33.627366,69.237023,127
AF04,AF,30.303216,61.868904,134
AF13,AF,34.778601,67.489557,124
AF-0005,AF,33.284605,69.80734,114
OANL,AF,33.739456,66.157408,115
AF-0001,AF,33.485298,67.144096,129
OAA,AF,33.922217,69.07794,122
OAQN,AF,34.985472,63.117404,109
NSFQ,AS,-14.215622,-169.424254,117
TAV,AS,-14.23178,-169.51101,112
NSAS,AS,-14.1844,-169.669998,146
NSTU,AS,-14.331,-170.710007,148
YMCT,AU,-37.58359909057617,140.36599731445312,107
YNRB,AU,-32.107465,118.407109,102
YSNB,AU,-11.417674,130.648481,142
YADS,AU,-26.488959,139.259906,126
YMKB,AU,-30.918453,118.254808,139
YINN,AU,-27.697589,140.739498,149
YMKA,AU,-14.928779,133.135457,101
YARI,AU,-21.66670036315918,141.56700134277344,115
YLTV,AU,-38.211004,146.470817,113
YMDT,AU,-31.82670021057129,128.22999572753906,104
BD-0023,BD,22.50999,91.79041,106
VGEG,BD,22.249599,91.813301,138
VGTJ,BD,23.77879905700684,90.38269805908205,102
BD-0039,BD,24.21232,90.9065,128
BD-0024,BD,21.77327,92.06874,138
BD-0019,BD,22.7389,91.06489,143
VGBR,BD,22.801000595092773,90.30120086669922,145
VGJR,BD,23.1838,89.160797,103
BD-0003,BD,21.419863,91.981569,115
VGRJ,BD,24.43720054626465,88.61650085449219,147
EBGL,BE,50.73973,5.5421,102
BE-0037,BE,50.53108,3.60476,125
EBNO,BE,50.854401,3.98528,128
EBFD,BE,50.550835,4.996389,114
EBBX,BE,49.891483,5.227405,134
BE-0001,BE,50.176388,4.352222,113
EBLN,BE,50.579514,4.79153,148
EBBO,BE,49.866402,5.06806,149
EBFN,BE,51.090302,2.65278,103
EBSH,BE,50.0359,5.40425,108
SLEZ,BO,-14.766666412353516,-65.53333282470703,132
SLUC,BO,-20.480499267578125,-63.528167724609375,118
SLTW,BO,-18.46640014648437,-62.11199951171875,114
SLNV,BO,-14.016666412353516,-65.80000305175781,146
SLCP,BO,-16.142688,-62.026595,136
SLSS,BO,-18.4754,-58.2767,120
SLBS,BO,-14.2677001953125,-64.29900360107422,136
BO-BVL,BO,-13.5833330154,-63.5833320618,138
SLJV,BO,-16.27079963684082,-62.47029876708984,149
SLPW,BO,-20.75469970703125,-63.20940017700195,143
FBMN,BW,-19.97260093688965,23.431100845336918,120
FBOM,BW,-19.0175,22.703,115
BW-0013,BW,-22.6079,24.7897,119
BW-0061,BW,-24.683001,25.933001,109
FBMU,BW,-22.268095,20.031092,142
BW-0020,BW,-25.198058,25.721603,133
FBNT,BW,-20.216100692749023,26.158899307250977,114
FBCM,BW,-19.541,22.591,126
FBTS,BW,-26.034524,22.401252,119
BW-0043,BW,-19.329429,24.841567,117
FEFI,CF,10.23639965057373,22.71689987182617,103
FEFW,CF,8.010560035705566,22.39859962463379,135
FEFP,CF,7.25,16.433000564575195,137
FEFQ,CF,6.982999801635742,19.183000564575195,147
FEFR,CF,6.527780055999756,21.98940086364746,111
FEFF,CF,4.39847993850708,18.518800735473636,140
GDA,CF,9.316703,21.185,143
FEGU,CF,6.517000198364258,18.267000198364254,127
FEFB,CF,5.403889,26.487222,135
FEGR,CF,4.988609790802002,23.92779922485352,131
LSGK,CH,46.486525,7.248359,103
LSGN,CH,46.957371,6.864574,122
LSPN,CH,47.2267,8.07806,141
LSZD,CH,46.157799,8.78194,142
LSZH,CH,47.458056,8.548056,124
CH-0002,CH,46.12338,7.23425,150
CH-0019,CH,46.84945,9.50284,133
LSPF,CH,47.690203,8.526178,120
LSMA,CH,46.943901,8.28417,144
LSZP,CH,47.089199,7.29,126
GVNP,CV,14.924500465393066,-23.49349975585937,126
GVBA,CV,16.136499404907227,-22.888900756835938,109
GVMA,CV,15.15590000152588,-23.213699340820312,119
GVAN,CV,17.202800750732422,-25.090599060058597,124
GVSV,CV,16.8332,-25.0553,111
BVR,CV,14.864306,-24.746,148
GVMT,CV,15.045000076293944,-24.33919906616211,134
GVAC,CV,16.7414,-22.9494,130
GVSN,CV,16.588852,-24.284132,115
GVSF,CV,14.8850002289,-24.4799995422,114
EC-0034,EC,-1.649742,-77.047942,119
SEJE,EC,-2.744252,-77.487304,145
SEIR,EC,-2.219802,-76.814087,109
SEHZ,EC,-2.363793,-77.406923,129
EC-0010,EC,-1.650816,-77.596069,103
SE13,EC,-1.7033530473709106,-79.53804779052734,135
SEEZ,EC,-2.750557,-77.556644,126
