AirportCode,AirfieldName,Latitude,Longitude,ParkingCost
LTCP,TR,37.7314,38.468899,121
LTAH,TR,38.726398,30.601101,104
LTAP,TR,40.829399,35.521999,132
LTAB,TR,39.9350013733,32.7407989502,115
LTBD,TR,37.815389,27.887566,117
TR-0035,TR,38.54180145263672,42.332401275634766,142
TR-0018,TR,40.74797058105469,31.650066375732425,131
LTBR,TR,40.2551994324,29.5625991821,113
LT86,TR,40.204498,25.883302,134
TR-0011,TR,38.01278305053711,39.95493698120117,108
LTCA,TR,38.597974,39.28348,146
LTCE,TR,39.956501,41.1702,136
LTAV,TR,39.45149993896485,31.36529922485352,136
TR-0038,TR,37.5439478243,44.3380093575,130
LTDA,TR,36.362778,36.282223,115
LTBA,TR,40.971913,28.823714,150
LTBJ,TR,38.2924,27.157,130
LTCF,TR,40.562198638916016,43.1150016784668,126
TR-0030,TR,41.634998,27.492399,112
LTBQ,TR,40.735001,30.0833,106
TR-0013,TR,37.859693,32.456789,106
LTBZ,TR,39.113079,30.128111,142
LTBC,TR,38.369998931884766,28.557100296020508,127
LTCN,TR,37.5388259888,36.9535217285,122
TR-0215,TR,38.66602,34.81896,127
TR-0029,TR,37.84506988525391,34.47179412841797,126
TR-0036,TR,41.141201,37.209202,129
LFTO,TR,41.179625,40.850796,146
LTAQ,TR,41.278645,36.30518,103
LTCL,TR,37.97890090942383,41.84040069580078,143
LTCM,TR,42.018313,35.071774,141
TR-0002,TR,39.3316650390625,38.0918197631836,141
LTCG,TR,40.995098,39.7897,106
LTBO,TR,38.681499,29.471701,103
LTCI,TR,38.46820068359375,43.332298278808594,125
LTAX,TR,41.25139999389648,31.41080093383789,146
TR-0014,TR,38.314704,33.8055,121
LTCJ,TR,37.9290008545,41.1166000366,106
LTCT,TR,39.976627,43.876648,115
TR-0120,TR,36.637415,37.474492,112
