AirportCode,AirfieldName,Latitude,Longitude,ParkingCost
LTAF,TR,36.982201,35.280399,105
LTAH,TR,38.726398,30.601101,124
LTCO,TR,39.655642,43.025742,106
LTAP,TR,40.829399,35.521999,122
LTAB,TR,39.9350013733,32.7407989502,122
LTAI,TR,36.898701,30.800501,138
LTBG,TR,40.318001,27.977699,116
TR-0017,TR,38.8592605591,40.5959625244,102
TR-0035,TR,38.54180145263672,42.332401275634766,146
TR-0018,TR,40.74797058105469,31.650066375732425,129
LT86,TR,40.204498,25.883302,134
TR-0011,TR,38.01278305053711,39.95493698120117,107
TR-0028,TR,40.787068,26.606655,124
LTCE,TR,39.956501,41.1702,105
LTAJ,TR,36.947201,37.478699,135
TR-0038,TR,37.5439478243,44.3380093575,118
LTFC,TR,37.8554,30.368401,140
TR-0044,TR,36.890908,35.070522,139
LTCF,TR,40.562198638916016,43.1150016784668,123
LTAL,TR,41.314201,33.795799,136
TR-0030,TR,41.634998,27.492399,112
LTBQ,TR,40.735001,30.0833,145
TR-0013,TR,37.859693,32.456789,104
LTBZ,TR,39.113079,30.128111,102
LTCR,TR,37.2233009338,40.6316986084,142
TR-0037,TR,38.7861877312,41.4696979523,114
TR-0029,TR,37.84506988525391,34.47179412841797,149
TR-0036,TR,41.141201,37.209202,118
LFTO,TR,41.179625,40.850796,105
LTAQ,TR,41.278645,36.30518,114
LTCL,TR,37.97890090942383,41.84040069580078,106
TR-0002,TR,39.3316650390625,38.0918197631836,124
LTBU,TR,41.13819885253906,27.919099807739254,117
LTAW,TR,40.307430267333984,36.367408752441406,129
LTBO,TR,38.681499,29.471701,140
LTAX,TR,41.25139999389648,31.41080093383789,123
TR-0014,TR,38.314704,33.8055,110
TR-0065,TR,39.86236,33.483787,123
LTCV,TR,37.3647,42.0582,122
TR-0120,TR,36.637415,37.474492,113
